Customer ID,Name,Email,Phone,Total Sandwiches Purchased,Number of Orders,Type
C893,Customer 893,customer893@example.com,+12345678893,30,10,Regular
C894,Customer 894,customer894@example.com,+12345678894,6,2,Regular
C895,Customer 895,customer895@example.com,+12345678895,21,7,Regular
C896,Customer 896,customer896@example.com,+12345678896,9,2,Regular
C897,Customer 897,customer897@example.com,+12345678897,25,7,Regular
C898,Customer 898,customer898@example.com,+12345678898,32,9,Regular
C899,Customer 899,customer899@example.com,+12345678899,22,6,Regular
C900,Customer 900,customer900@example.com,+12345678900,12,4,Regular
C901,Customer 901,customer901@example.com,+12345678901,27,8,Regular
C902,Customer 902,customer902@example.com,+12345678902,7,2,Regular
C903,Customer 903,customer903@example.com,+12345678903,7,2,Regular
C904,Customer 904,customer904@example.com,+12345678904,4,2,Regular
C905,Customer 905,customer905@example.com,+12345678905,18,6,Regular
C906,Customer 906,customer906@example.com,+12345678906,19,7,Regular
C907,Customer 907,customer907@example.com,+12345678907,7,4,Regular
C908,Customer 908,customer908@example.com,+12345678908,31,9,Regular
C909,Customer 909,customer909@example.com,+12345678909,2,1,Regular
C910,Customer 910,customer910@example.com,+12345678910,7,3,Regular
C911,Customer 911,customer911@example.com,+12345678911,8,2,Regular
C912,Customer 912,customer912@example.com,+12345678912,17,5,Regular
C913,Customer 913,customer913@example.com,+12345678913,24,8,Regular
C914,Customer 914,customer914@example.com,+12345678914,6,2,Regular
C915,Customer 915,customer915@example.com,+12345678915,17,6,Regular
C916,Customer 916,customer916@example.com,+12345678916,31,9,Regular
C917,Customer 917,customer917@example.com,+12345678917,13,6,Regular
C918,Customer 918,customer918@example.com,+12345678918,6,2,Regular
C919,Customer 919,customer919@example.com,+12345678919,6,2,Regular
C920,Customer 920,customer920@example.com,+12345678920,22,8,Regular
C921,Customer 921,customer921@example.com,+12345678921,26,9,Regular
C922,Customer 922,customer922@example.com,+12345678922,32,9,Regular
C923,Customer 923,customer923@example.com,+12345678923,6,2,Regular
C924,Customer 924,customer924@example.com,+12345678924,13,5,Regular
C925,Customer 925,customer925@example.com,+12345678925,2,1,Regular
C926,Customer 926,customer926@example.com,+12345678926,24,7,Regular
C927,Customer 927,customer927@example.com,+12345678927,4,1,Regular
C928,Customer 928,customer928@example.com,+12345678928,18,4,Regular
C929,Customer 929,customer929@example.com,+12345678929,15,5,Regular
C930,Customer 930,customer930@example.com,+12345678930,3,1,Regular
C931,Customer 931,customer931@example.com,+12345678931,17,6,Regular
C932,Customer 932,customer932@example.com,+12345678932,9,3,Regular
C933,Customer 933,customer933@example.com,+12345678933,17,6,Regular
C934,Customer 934,customer934@example.com,+12345678934,32,9,Regular
C935,Customer 935,customer935@example.com,+12345678935,26,9,Regular
C936,Customer 936,customer936@example.com,+12345678936,4,2,Regular
C937,Customer 937,customer937@example.com,+12345678937,2,1,Regular
C938,Customer 938,customer938@example.com,+12345678938,21,6,Regular
C939,Customer 939,customer939@example.com,+12345678939,23,8,Regular
C940,Customer 940,customer940@example.com,+12345678940,12,4,Regular
C941,Customer 941,customer941@example.com,+12345678941,4,2,Regular
C942,Customer 942,customer942@example.com,+12345678942,31,10,Regular
C943,Customer 943,customer943@example.com,+12345678943,35,10,Regular
C944,Customer 944,customer944@example.com,+12345678944,10,4,Regular
C945,Customer 945,customer945@example.com,+12345678945,3,2,Regular
C946,Customer 946,customer946@example.com,+12345678946,21,8,Regular
C947,Customer 947,customer947@example.com,+12345678947,26,9,Regular
C948,Customer 948,customer948@example.com,+12345678948,21,7,Regular
C949,Customer 949,customer949@example.com,+12345678949,5,2,Regular
C950,Customer 950,customer950@example.com,+12345678950,1,1,Regular
C951,Customer 951,customer951@example.com,+12345678951,26,10,Regular
C952,Customer 952,customer952@example.com,+12345678952,15,4,Regular
C953,Customer 953,customer953@example.com,+12345678953,33,9,Regular
C954,Customer 954,customer954@example.com,+12345678954,21,9,Regular
C955,Customer 955,customer955@example.com,+12345678955,20,7,Regular
C956,Customer 956,customer956@example.com,+12345678956,5,2,Regular
C957,Customer 957,customer957@example.com,+12345678957,6,2,Regular
C958,Customer 958,customer958@example.com,+12345678958,4,2,Regular
C959,Customer 959,customer959@example.com,+12345678959,9,2,Regular
C960,Customer 960,customer960@example.com,+12345678960,7,2,Regular
C961,Customer 961,customer961@example.com,+12345678961,2,1,Regular
C962,Customer 962,customer962@example.com,+12345678962,6,2,Regular
C963,Customer 963,customer963@example.com,+12345678963,7,3,Regular
C964,Customer 964,customer964@example.com,+12345678964,4,2,Regular
C965,Customer 965,customer965@example.com,+12345678965,30,8,Regular
C966,Customer 966,customer966@example.com,+12345678966,8,2,Regular
C967,Customer 967,customer967@example.com,+12345678967,8,4,Regular
C968,Customer 968,customer968@example.com,+12345678968,29,9,Regular
C969,Customer 969,customer969@example.com,+12345678969,5,1,Regular
C970,Customer 970,customer970@example.com,+12345678970,7,2,Regular
C971,Customer 971,customer971@example.com,+12345678971,24,9,Regular
C972,Customer 972,customer972@example.com,+12345678972,15,5,Regular
C973,Customer 973,customer973@example.com,+12345678973,18,6,Regular
C974,Customer 974,customer974@example.com,+12345678974,6,2,Regular
C975,Customer 975,customer975@example.com,+12345678975,2,2,Regular
C976,Customer 976,customer976@example.com,+12345678976,6,2,Regular
C977,Customer 977,customer977@example.com,+12345678977,27,7,Regular
C978,Customer 978,customer978@example.com,+12345678978,9,4,Regular
C979,Customer 979,customer979@example.com,+12345678979,6,3,Regular
C980,Customer 980,customer980@example.com,+12345678980,6,2,Regular
C981,Customer 981,customer981@example.com,+12345678981,24,8,Regular
C982,Customer 982,customer982@example.com,+12345678982,14,5,Regular
C983,Customer 983,customer983@example.com,+12345678983,3,2,Regular
C984,Customer 984,customer984@example.com,+12345678984,7,2,Regular
C985,Customer 985,customer985@example.com,+12345678985,3,2,Regular
C986,Customer 986,customer986@example.com,+12345678986,19,7,Regular
C987,Customer 987,customer987@example.com,+12345678987,3,1,Regular
C988,Customer 988,customer988@example.com,+12345678988,4,1,Regular
C989,Customer 989,customer989@example.com,+12345678989,25,7,Regular
C990,Customer 990,customer990@example.com,+12345678990,34,9,Regular
C991,Customer 991,customer991@example.com,+12345678991,16,5,Regular
C992,Customer 992,customer992@example.com,+12345678992,27,8,Regular
C993,Customer 993,customer993@example.com,+12345678993,10,2,Regular
C994,Customer 994,customer994@example.com,+12345678994,2,2,Regular
C995,Customer 995,customer995@example.com,+12345678995,22,6,Regular
C996,Customer 996,customer996@example.com,+12345678996,9,2,Regular
C997,Customer 997,customer997@example.com,+12345678997,6,2,Regular
C998,Customer 998,customer998@example.com,+12345678998,7,2,Regular
C999,Customer 999,customer999@example.com,+12345678999,21,5,Regular
C1000,Customer 1000,customer1000@example.com,+123456781000,24,8,Regular
